"","beta","HR (95% CI for HR)","wald.test","p.value"
"G53","-0.27","0.76 (0.24-2.4)","0.22","0.64"
"G2354","0.12","1.1 (0.74-1.7)","0.29","0.59"
"G3155","-0.016","0.98 (0.26-3.7)","0","0.98"
"G6433","2.1","8.1 (0.8-81)","3.1","0.077"
"G30836","0.49","1.6 (0.63-4.2)","1","0.31"
"G8036","1.7","5.5 (1-31)","3.8","0.051"
"G7750","0.9","2.5 (0.58-10)","1.5","0.22"
"G27338","0.22","1.2 (0.81-1.9)","1","0.31"
"G5019","-0.13","0.88 (0.44-1.7)","0.14","0.7"
"G51763","1.1","3.1 (0.37-26)","1.1","0.3"
"G23530","0.32","1.4 (0.48-3.9)","0.36","0.55"
"G27347","0.1","1.1 (0.64-1.9)","0.14","0.71"
"G7867","0.47","1.6 (0.71-3.6)","1.3","0.26"
"G5335","-2.3","0.1 (0.012-0.89)","4.3","0.039"
"G1366","0.63","1.9 (0.75-4.7)","1.8","0.18"
"G10162","-1.3","0.28 (0.042-1.9)","1.7","0.19"
"G3628","-0.14","0.87 (0.37-2.1)","0.1","0.75"
"G11346","0.19","1.2 (0.16-9.3)","0.03","0.86"
"G22908","0.37","1.5 (0.4-5.3)","0.32","0.57"
"G10427","1.2","3.2 (0.86-12)","3","0.082"
"G8192","-0.086","0.92 (0.23-3.7)","0.01","0.9"
"G5566","-0.48","0.62 (0.089-4.3)","0.24","0.63"
"G1725","-1","0.36 (0.049-2.6)","1","0.31"
"G4363","-0.44","0.64 (0.2-2.1)","0.54","0.46"
"G1627","1.2","3.4 (0.8-15)","2.7","0.098"
"G10043","0.24","1.3 (0.32-4.9)","0.12","0.73"
"G54838","-0.059","0.94 (0.24-3.8)","0.01","0.93"
"G65123","2.5","13 (0.79-200)","3.2","0.073"
"G4733","0.34","1.4 (0.51-3.8)","0.43","0.51"
"G10617","-0.46","0.63 (0.087-4.5)","0.21","0.65"
"G2548","-0.06","0.94 (0.43-2.1)","0.02","0.88"
"G6894","-0.19","0.82 (0.34-2)","0.18","0.67"
"G10614","0.049","1.1 (0.33-3.3)","0.01","0.93"
"G6760","0.22","1.3 (0.38-4.2)","0.13","0.72"
"G196","0.31","1.4 (0.59-3.1)","0.54","0.46"
"G6921","0.42","1.5 (0.6-3.8)","0.78","0.38"
"G291","1.2","3.2 (0.5-20)","1.5","0.22"
"G6692","0.54","1.7 (0.87-3.4)","2.4","0.12"
"G6845","-1.4","0.25 (0.075-0.83)","5.1","0.024"
"G2542","2.3","10 (2.3-44)","9.5","0.0021"
"G2877","-0.11","0.89 (0.47-1.7)","0.12","0.73"
"G9648","1.4","4 (0.23-70)","0.92","0.34"
"G5265","0.064","1.1 (0.61-1.9)","0.05","0.82"
"G183","-0.087","0.92 (0.61-1.4)","0.18","0.67"
"G10906","-0.45","0.64 (0.071-5.8)","0.16","0.69"
"G2517","-0.088","0.92 (0.33-2.5)","0.03","0.87"
"G4713","1.1","3 (0.35-26)","1","0.32"
"G8148","0.15","1.2 (0.52-2.6)","0.13","0.72"
"G11054","0.6","1.8 (0.23-14)","0.33","0.57"
"G10928","0.23","1.3 (0.39-4)","0.15","0.7"
"G5279","2.6","13 (1.5-110)","5.4","0.02"
"G5106","-0.22","0.8 (0.33-2)","0.23","0.63"
"G2870","0.6","1.8 (0.24-14)","0.34","0.56"
"G79719","-0.066","0.94 (0.26-3.4)","0.01","0.92"
"G6259","0.47","1.6 (0.67-3.9)","1.1","0.29"
"G9123","0.15","1.2 (0.65-2.1)","0.27","0.61"
"G102465472","0.15","1.2 (0.65-2.1)","0.27","0.61"
"G7307","0.52","1.7 (0.35-8.1)","0.43","0.51"
"G3576","-0.13","0.88 (0.62-1.2)","0.58","0.45"
"G9909","0.45","1.6 (0.36-6.8)","0.36","0.55"
"G5187","-0.082","0.92 (0.32-2.6)","0.02","0.88"
"G102465532","-0.082","0.92 (0.32-2.6)","0.02","0.88"
"G2184","-1.1","0.32 (0.094-1.1)","3.4","0.065"
"G6672","-0.42","0.66 (0.15-2.8)","0.31","0.58"
"G54788","0.43","1.5 (0.3-7.9)","0.27","0.6"
"G10775","2.5","12 (1.5-95)","5.4","0.021"
"G4938","-0.36","0.69 (0.41-1.2)","1.8","0.18"
"G991","0.11","1.1 (0.76-1.6)","0.3","0.58"
"G9618","2","7.7 (1.7-35)","6.8","0.0089"
"G528","0.32","1.4 (0.49-3.9)","0.37","0.54"
"G5089","-1.1","0.34 (0.07-1.7)","1.8","0.19"
"G22918","-0.37","0.69 (0.25-1.9)","0.54","0.46"
"G9267","0.21","1.2 (0.17-8.8)","0.05","0.83"
"G51406","1.1","3.1 (0.66-15)","2","0.15"
"G5519","0.53","1.7 (0.59-4.8)","0.97","0.33"
"G54541","-0.25","0.78 (0.47-1.3)","0.91","0.34"
"G290","-0.86","0.42 (0.12-1.5)","1.8","0.18"
"G9053","0.26","1.3 (0.53-3.1)","0.32","0.57"
"G4817","-0.16","0.85 (0.19-3.9)","0.04","0.83"
"G8697","0.16","1.2 (0.46-3)","0.11","0.74"
"G10497","0.22","1.2 (0.66-2.4)","0.46","0.5"
"G2050","0.59","1.8 (0.56-5.9)","0.98","0.32"
"G140885","0.38","1.5 (0.47-4.6)","0.43","0.51"
"G6428","1.9","6.5 (1.9-23)","8.5","0.0035"
"G1869","-0.41","0.67 (0.17-2.5)","0.35","0.55"
"G4927","2.7","15 (2.7-88)","9.3","0.0023"
"G1520","0.04","1 (0.54-2)","0.01","0.91"
"G23658","0.57","1.8 (0.57-5.5)","0.98","0.32"
"G4683","0.35","1.4 (0.41-4.9)","0.32","0.57"
"G9852","-1.8","0.16 (0.029-0.89)","4.4","0.036"
"G976","0.038","1 (0.5-2.2)","0.01","0.92"
"G133","-0.13","0.88 (0.56-1.4)","0.32","0.57"
"G9826","0.64","1.9 (0.38-9.4)","0.62","0.43"
"G9917","1.6","4.8 (0.94-24)","3.6","0.059"
"G6279","-0.34","0.71 (0.42-1.2)","1.7","0.2"
"G25843","2.2","9.4 (2-45)","8","0.0046"
"G100529241","1.3","3.7 (0.97-14)","3.6","0.056"
"G287","0.33","1.4 (0.44-4.4)","0.32","0.57"
"G5326","0.43","1.5 (0.49-4.9)","0.55","0.46"
"G51594","0.0021","1 (0.14-7)","0","1"
"G5300","1.3","3.6 (0.54-24)","1.8","0.19"
"G5252","-1.4","0.24 (0.028-2.1)","1.7","0.2"
"G1652","-0.9","0.41 (0.16-1.1)","3.4","0.065"
"G100037417","-0.9","0.41 (0.16-1.1)","3.4","0.065"
"G8803","0.025","1 (0.4-2.6)","0","0.96"
"G274","-0.22","0.8 (0.23-2.8)","0.12","0.73"
"G7525","0.62","1.9 (0.44-7.9)","0.7","0.4"
"G3099","-1.4","0.25 (0.08-0.78)","5.7","0.017"
"G6662","-0.1","0.9 (0.67-1.2)","0.48","0.49"
"G27341","-0.1","0.9 (0.2-4)","0.02","0.89"
"G91695","2.2","9.1 (0.44-190)","2","0.15"
"G10269","-0.21","0.81 (0.21-3.1)","0.09","0.76"
"G4729","-0.0036","1 (0.38-2.6)","0","0.99"
"G2109","-0.00077","1 (0.23-4.3)","0","1"
"G2356","0.93","2.5 (0.63-10)","1.7","0.19"
"G22903","-0.19","0.82 (0.33-2)","0.18","0.68"
"G2995","-1.2","0.29 (0.066-1.3)","2.6","0.11"
"G3554","0.13","1.1 (0.42-3.1)","0.06","0.8"
"G2274","-0.46","0.63 (0.39-1)","3.2","0.074"
"G1429","0.78","2.2 (1.1-4.5)","4.5","0.035"
"G8038","-0.13","0.88 (0.44-1.8)","0.14","0.71"
"G713","0.11","1.1 (0.66-1.9)","0.16","0.69"
"G11065","0.11","1.1 (0.82-1.5)","0.47","0.49"
"G10565","0.83","2.3 (0.97-5.4)","3.6","0.057"
"G3059","-0.62","0.54 (0.2-1.4)","1.5","0.21"
"G5780","0.39","1.5 (0.19-12)","0.14","0.71"
"G4594","0.12","1.1 (0.35-3.6)","0.04","0.84"
"G101929716","0.74","2.1 (0.37-12)","0.71","0.4"
"G23303","-0.63","0.53 (0.23-1.2)","2.1","0.15"
"G5993","0.38","1.5 (0.49-4.3)","0.46","0.5"
"G827","0.93","2.5 (1.4-4.7)","8.7","0.0033"
"G2941","0.11","1.1 (0.49-2.6)","0.07","0.78"
"G8445","0.93","2.5 (0.85-7.5)","2.8","0.096"
"G4354","-0.39","0.68 (0.34-1.4)","1.2","0.28"
"G22836","0.41","1.5 (0.71-3.2)","1.1","0.29"
"G58487","-0.6","0.55 (0.13-2.2)","0.69","0.4"
"G6477","-0.069","0.93 (0.24-3.6)","0.01","0.92"
"G10965","-0.58","0.56 (0.27-1.2)","2.3","0.13"
"G641371","-0.58","0.56 (0.27-1.2)","2.3","0.13"
"G6596","0.49","1.6 (0.67-4)","1.2","0.28"
"G9529","-0.3","0.74 (0.3-1.8)","0.42","0.52"
"G9915","-0.4","0.67 (0.36-1.2)","1.6","0.2"
"G10758","1.7","5.5 (0.78-39)","2.9","0.087"
"G5996","-0.33","0.72 (0.38-1.4)","0.99","0.32"
"G5836","0.11","1.1 (0.72-1.7)","0.23","0.63"
"G10948","-0.044","0.96 (0.16-5.6)","0","0.96"
"G730","-0.22","0.8 (0.54-1.2)","1.1","0.29"
"G10994","0.52","1.7 (0.37-7.6)","0.46","0.5"
"G57804","-1","0.36 (0.088-1.4)","2.1","0.15"
"G4017","0.29","1.3 (0.3-6)","0.15","0.7"
"G11075","0.46","1.6 (1.1-2.4)","5","0.025"
"G51421","-0.26","0.77 (0.29-2.1)","0.26","0.61"
"G4209","-0.78","0.46 (0.036-5.9)","0.36","0.55"
"G10434","1.9","6.6 (1.7-26)","7.2","0.0075"
"G4059","0.3","1.3 (0.64-2.8)","0.6","0.44"
"G6776","-0.65","0.52 (0.13-2)","0.88","0.35"
"G3612","0.8","2.2 (0.93-5.3)","3.3","0.071"
"G6147","5.2","180 (7.3-4300)","10","0.0015"
"G11319","0.056","1.1 (0.3-3.7)","0.01","0.93"
"G27352","-0.63","0.53 (0.11-2.6)","0.6","0.44"
"G117178","-0.18","0.83 (0.38-1.8)","0.21","0.65"
"G6590","0.0042","1 (0.73-1.4)","0","0.98"
"G10535","-0.1","0.9 (0.44-1.9)","0.08","0.78"
"G51491","0.6","1.8 (0.27-12)","0.39","0.53"
"G56951","-0.28","0.76 (0.16-3.7)","0.12","0.73"
"G8260","-1.5","0.22 (0.044-1.1)","3.4","0.067"
"G9925","0.061","1.1 (0.2-5.5)","0.01","0.94"
"G4597","1.5","4.5 (1.1-19)","4.1","0.042"
"G1535","-1.3","0.26 (0.093-0.74)","6.5","0.011"
"G5799","-0.27","0.76 (0.37-1.6)","0.55","0.46"
"G2271","-0.53","0.59 (0.19-1.9)","0.82","0.37"
"G6157","0.17","1.2 (0.084-17)","0.02","0.9"
"G619562","0.54","1.7 (0.24-12)","0.29","0.59"
"G10401","0.046","1 (0.48-2.3)","0.01","0.91"
"G9788","-0.042","0.96 (0.29-3.1)","0","0.94"
"G5796","1.2","3.5 (1.6-7.7)","9.3","0.0023"
"G4719","0.14","1.2 (0.32-4.2)","0.05","0.83"
"G3145","-0.0044","1 (0.33-3)","0","0.99"
"G22856","-0.33","0.72 (0.32-1.6)","0.61","0.43"
"G4814","0.14","1.2 (0.36-3.7)","0.06","0.81"
"G8914","-0.29","0.75 (0.21-2.7)","0.2","0.65"
"G6793","-0.32","0.72 (0.12-4.6)","0.12","0.73"
"G22893","-0.53","0.59 (0.17-2)","0.7","0.4"
"G10286","0.19","1.2 (0.4-3.7)","0.12","0.73"
"G6988","0.12","1.1 (0.44-2.9)","0.06","0.8"
"G100505585","0.87","2.4 (0.9-6.4)","3","0.081"
"G7799","-0.99","0.37 (0.052-2.7)","0.97","0.32"
"G9060","0.38","1.5 (0.68-3.1)","0.93","0.33"
"G9656","1","2.8 (1.2-6.6)","5.5","0.019"
"G3607","-0.08","0.92 (0.12-7.1)","0.01","0.94"
"G857","-0.074","0.93 (0.49-1.8)","0.05","0.82"
"G51363","-1.4","0.25 (0.075-0.83)","5.1","0.024"
"G8050","-0.33","0.72 (0.26-2)","0.41","0.52"
"G9903","0.9","2.5 (0.92-6.6)","3.2","0.073"
"G9900","-0.0022","1 (0.45-2.2)","0","1"
"G7869","-0.38","0.69 (0.19-2.4)","0.34","0.56"
"G102465526","-0.026","0.97 (0.47-2)","0","0.94"
"G4643","-0.57","0.56 (0.17-1.8)","0.92","0.34"
"G22796","0.2","1.2 (0.38-3.9)","0.12","0.73"
"G4087","-0.6","0.55 (0.15-2)","0.81","0.37"
"G8453","0.092","1.1 (0.35-3.4)","0.03","0.87"
"G29994","-0.31","0.74 (0.27-2)","0.36","0.55"
"G56998","0.4","1.5 (0.65-3.5)","0.88","0.35"
"G9790","0.51","1.7 (0.56-5)","0.84","0.36"
"G7058","-0.27","0.76 (0.4-1.5)","0.67","0.41"
"G7040","0.72","2.1 (0.79-5.4)","2.2","0.14"
"G3796","0.84","2.3 (0.88-6.1)","2.9","0.089"
"G10516","-0.65","0.52 (0.26-1)","3.3","0.068"
"G27429","0.049","1.1 (0.26-4.2)","0","0.94"
"G6388","0.3","1.3 (0.31-5.8)","0.16","0.69"
"G8880","-0.014","0.99 (0.31-3.1)","0","0.98"
"G10469","0.94","2.6 (0.64-10)","1.8","0.18"
"G9587","1.8","6.1 (1.5-24)","6.6","0.01"
"G4528","-1.1","0.34 (0.1-1.2)","2.9","0.09"
"G9693","0.44","1.5 (0.5-4.8)","0.57","0.45"
"G9425","0.52","1.7 (0.44-6.4)","0.58","0.45"
"G4247","-0.47","0.63 (0.16-2.5)","0.44","0.51"
"G27339","-0.19","0.83 (0.3-2.3)","0.13","0.72"
"G1436","0.41","1.5 (0.78-2.9)","1.5","0.22"
"G10059","-0.68","0.51 (0.13-2)","0.97","0.32"
"G27072","-0.24","0.79 (0.27-2.3)","0.19","0.66"
"G6187","1.8","5.9 (0.61-57)","2.4","0.12"
"G26784","1.8","5.9 (0.61-57)","2.4","0.12"
"G9052","-0.022","0.98 (0.5-1.9)","0","0.95"
"G9040","-0.34","0.71 (0.33-1.5)","0.8","0.37"
"G2185","-0.33","0.72 (0.12-4.3)","0.13","0.72"
"G7469","0.099","1.1 (0.28-4.4)","0.02","0.89"
"G100126332","0.099","1.1 (0.28-4.4)","0.02","0.89"
"G1936","-0.57","0.57 (0.16-2.1)","0.74","0.39"
"G10534","0.58","1.8 (0.5-6.4)","0.79","0.37"
"G2235","-0.74","0.48 (0.064-3.5)","0.52","0.47"
"G9924","-1.1","0.32 (0.11-0.9)","4.6","0.031"
"G9159","0.099","1.1 (0.3-4)","0.02","0.88"
"G79080","0.018","1 (0.38-2.7)","0","0.97"
"G7159","0.72","2.1 (0.91-4.7)","3","0.085"
"G51112","0.079","1.1 (0.25-4.7)","0.01","0.92"
"G4891","-0.56","0.57 (0.15-2.2)","0.67","0.41"
"G3613","0.48","1.6 (0.9-2.9)","2.6","0.11"
"G9517","0.34","1.4 (0.34-5.7)","0.22","0.64"
"G5925","-0.23","0.79 (0.27-2.3)","0.18","0.67"
"G10952","-2.7","0.069 (0.0077-0.62)","5.7","0.017"
"G8301","0.9","2.5 (0.72-8.5)","2.1","0.15"
"G6908","1","2.9 (0.85-9.5)","2.9","0.088"
"G10567","-0.55","0.58 (0.19-1.7)","0.99","0.32"
"G8520","0.61","1.8 (0.54-6.4)","0.95","0.33"
"G1612","1","2.8 (0.99-7.7)","3.8","0.053"
"G604","0.62","1.9 (0.47-7.3)","0.8","0.37"
"G8546","0.79","2.2 (0.49-9.8)","1.1","0.3"
"G9674","-0.4","0.67 (0.15-3)","0.28","0.6"
"G10615","0.34","1.4 (0.8-2.4)","1.4","0.23"
"G2550","-0.41","0.66 (0.27-1.6)","0.79","0.37"
"G9830","-1.4","0.25 (0.051-1.2)","2.9","0.088"
"G5819","0.75","2.1 (0.91-5)","3","0.083"
"G4130","0.11","1.1 (0.1-12)","0.01","0.93"
"G64976","-0.69","0.5 (0.18-1.4)","1.7","0.2"
"G3434","0.31","1.4 (0.83-2.2)","1.5","0.22"
"G10298","0.67","2 (0.33-11)","0.55","0.46"
"G9869","1.4","4 (0.56-28)","1.9","0.17"
"G11215","-0.17","0.84 (0.26-2.8)","0.08","0.78"
"G2744","0.17","1.2 (0.59-2.4)","0.24","0.63"
"G9025","2.4","11 (1.1-110)","4.3","0.039"
"G10300","0.84","2.3 (0.31-18)","0.67","0.41"
"G10428","-0.17","0.84 (0.26-2.7)","0.09","0.77"
"G7077","0.024","1 (0.37-2.8)","0","0.96"
"G9827","0.22","1.2 (0.33-4.7)","0.11","0.74"
"G9513","-0.059","0.94 (0.17-5.3)","0","0.95"
"G10139","-0.96","0.38 (0.11-1.4)","2.2","0.14"
"G391","0.59","1.8 (0.55-5.8)","0.95","0.33"
"G7019","0.25","1.3 (0.48-3.4)","0.25","0.62"
"G2592","0.43","1.5 (0.31-7.5)","0.28","0.6"
"G6602","1.2","3.5 (0.81-15)","2.8","0.095"
"G9770","-0.23","0.79 (0.33-1.9)","0.28","0.6"
"G6275","-0.46","0.63 (0.29-1.4)","1.3","0.26"
"G1793","-0.3","0.74 (0.18-3.1)","0.17","0.68"
"G11041","0.45","1.6 (0.32-7.8)","0.31","0.58"
"G4728","-0.089","0.91 (0.23-3.7)","0.02","0.9"
"G100616403","-0.089","0.91 (0.23-3.7)","0.02","0.9"
"G102465669","-0.089","0.91 (0.23-3.7)","0.02","0.9"
"G10058","0.096","1.1 (0.14-8.4)","0.01","0.93"
"G4928","0.51","1.7 (0.3-9.4)","0.33","0.56"
"G54987","-0.83","0.44 (0.054-3.5)","0.61","0.43"
"G1025","0.011","1 (0.14-7.5)","0","0.99"
"G4552","0.59","1.8 (0.68-4.7)","1.4","0.24"
"G5373","-0.3","0.74 (0.15-3.7)","0.13","0.72"
"G11103","0.68","2 (0.4-9.5)","0.7","0.4"
"G9682","-0.97","0.38 (0.07-2)","1.3","0.26"
"G9650","0.92","2.5 (1.1-5.6)","5.1","0.024"
"G5985","0.55","1.7 (0.71-4.3)","1.5","0.22"
"G8898","0.94","2.6 (1.2-5.5)","5.8","0.016"
"G983","0.13","1.1 (0.67-1.9)","0.23","0.63"
"G4646","0.25","1.3 (0.65-2.5)","0.5","0.48"
"G8869","-0.024","0.98 (0.55-1.7)","0.01","0.93"
"G5601","0.092","1.1 (0.43-2.8)","0.04","0.85"
"G353","0.049","1 (0.26-4.2)","0","0.95"
"G7088","0.62","1.9 (0.43-8.1)","0.68","0.41"
"G9135","0.77","2.2 (0.38-12)","0.75","0.39"
"G55312","-0.24","0.79 (0.37-1.7)","0.4","0.52"
"G6302","-0.26","0.77 (0.25-2.4)","0.2","0.66"
"G5050","0.3","1.3 (0.62-2.9)","0.57","0.45"
"G1196","1.3","3.8 (0.59-24)","2","0.16"
"G1855","0.77","2.2 (0.74-6.3)","2","0.16"
"G3566","-0.66","0.52 (0.16-1.7)","1.2","0.27"
"G7378","-0.15","0.86 (0.48-1.5)","0.28","0.6"
"G7064","0.54","1.7 (0.44-6.7)","0.61","0.43"
"G3965","0.7","2 (0.98-4.1)","3.6","0.059"
"G4854","0.6","1.8 (0.66-5)","1.4","0.24"
"G4849","0.62","1.9 (0.68-5.1)","1.5","0.23"
"G8857","0.1","1.1 (0.8-1.5)","0.39","0.53"
"G7405","0.27","1.3 (0.35-4.9)","0.16","0.69"
"G10611","1.3","3.7 (0.75-18)","2.6","0.11"
"G5830","-0.12","0.89 (0.22-3.5)","0.03","0.86"
"G266655","0.57","1.8 (0.6-5.3)","1.1","0.3"
"G10641","-0.18","0.83 (0.07-9.9)","0.02","0.88"
"G2145","-2","0.13 (0.014-1.2)","3.2","0.073"
"G22828","-0.033","0.97 (0.17-5.4)","0","0.97"
"G10263","-0.28","0.76 (0.36-1.6)","0.51","0.48"
"G23262","-0.51","0.6 (0.26-1.4)","1.3","0.25"
"G7094","1.2","3.4 (0.75-15)","2.5","0.11"
"G80204","0.068","1.1 (0.17-6.7)","0.01","0.94"
"G1001","-0.013","0.99 (0.66-1.5)","0","0.95"
"G79096","-0.19","0.82 (0.17-3.9)","0.06","0.81"
"G10589","0.63","1.9 (0.81-4.4)","2.1","0.14"
"G51020","0.18","1.2 (0.5-2.9)","0.17","0.68"
"G10671","-0.89","0.41 (0.15-1.1)","2.9","0.087"
"G9130","-1.2","0.31 (0.1-0.93)","4.4","0.036"
"G23229","-0.41","0.67 (0.24-1.9)","0.58","0.45"
"G6416","1","2.8 (0.78-10)","2.5","0.11"
"G1819","-0.3","0.74 (0.092-6)","0.08","0.78"
"G9094","0.14","1.2 (0.25-5.2)","0.03","0.86"
"G11334","0.54","1.7 (0.4-7.3)","0.53","0.47"
"G8263","-0.81","0.44 (0.19-1)","3.5","0.06"
"G474383","-0.81","0.44 (0.19-1)","3.5","0.06"
"G474384","-0.81","0.44 (0.19-1)","3.5","0.06"
"G3660","0.075","1.1 (0.34-3.4)","0.02","0.9"
"G4001","-0.056","0.95 (0.57-1.6)","0.05","0.83"
"G1676","1","2.8 (0.85-9)","2.8","0.092"
"G9695","-0.32","0.73 (0.21-2.5)","0.25","0.61"
"G9667","1.7","5.7 (1.6-20)","7.5","0.0062"
"G2632","0.29","1.3 (0.58-3.1)","0.46","0.5"
"G9653","-0.39","0.68 (0.28-1.6)","0.76","0.38"
"G22838","0.6","1.8 (0.44-7.6)","0.67","0.41"
"G3898","0.77","2.2 (1.1-4.4)","4.7","0.03"
"G9710","0.5","1.6 (0.35-7.6)","0.4","0.52"
"G8131","-0.19","0.83 (0.087-7.9)","0.03","0.87"
"G3117","0.022","1 (0.74-1.4)","0.02","0.9"
"G4850","1","2.8 (0.22-34)","0.63","0.43"
"G55823","1.2","3.5 (0.67-18)","2.2","0.14"
"G3998","0.43","1.5 (0.85-2.8)","2","0.15"
"G477","-0.46","0.63 (0.14-2.8)","0.36","0.55"
"G3720","0.33","1.4 (0.25-7.8)","0.14","0.71"
"G8905","0.026","1 (0.37-2.9)","0","0.96"
"G9988","0.045","1 (0.27-4)","0","0.95"
"G1633","0.15","1.2 (0.37-3.7)","0.07","0.79"
"G6990","0.37","1.5 (0.44-4.8)","0.37","0.54"
"G25805","-0.14","0.87 (0.62-1.2)","0.59","0.44"
"G2162","0.11","1.1 (0.72-1.7)","0.26","0.61"
"G10559","-0.064","0.94 (0.37-2.4)","0.02","0.89"
"G2794","2.4","11 (0.6-190)","2.6","0.11"
"G3257","-2.1","0.12 (0.0029-4.9)","1.2","0.26"
"G382","-0.42","0.66 (0.14-3)","0.3","0.59"
"G8225","-0.93","0.39 (0.11-1.4)","2.2","0.14"
"G8440","0.67","1.9 (0.46-8.2)","0.83","0.36"
"G6635","0.3","1.4 (0.28-6.6)","0.14","0.71"
"G23550","0.63","1.9 (0.52-6.8)","0.93","0.34"
"G7707","0.41","1.5 (0.34-6.6)","0.29","0.59"
"G10019","0.08","1.1 (0.43-2.7)","0.03","0.87"
"G22850","1.2","3.2 (0.49-21)","1.4","0.23"
"G858","0.24","1.3 (0.62-2.6)","0.41","0.52"
"G1289","0.18","1.2 (0.57-2.5)","0.23","0.63"
"G3416","0.3","1.3 (0.34-5.3)","0.18","0.67"
"G6811","1","2.8 (1-7.3)","4.1","0.042"
"G22920","0.62","1.9 (0.72-4.8)","1.7","0.2"
"G1659","2.6","13 (0.52-320)","2.4","0.12"
"G5264","-0.59","0.55 (0.26-1.2)","2.3","0.13"
"G9270","-0.033","0.97 (0.11-8.4)","0","0.98"
"G5529","0.34","1.4 (0.5-4)","0.42","0.52"
"G8604","-1.3","0.26 (0.081-0.86)","4.9","0.027"
"G10153","-1.3","0.29 (0.063-1.3)","2.7","0.1"
"G7358","-0.17","0.85 (0.41-1.8)","0.2","0.66"
"G5932","-0.013","0.99 (0.35-2.8)","0","0.98"
"G22823","0.74","2.1 (0.86-5.1)","2.7","0.1"
"G2119","0.3","1.3 (0.55-3.3)","0.42","0.52"
"G164","-0.043","0.96 (0.28-3.3)","0","0.95"
"G5000","0.83","2.3 (0.58-9)","1.4","0.24"
"G23362","-0.35","0.71 (0.3-1.6)","0.65","0.42"
"G23473","0.88","2.4 (0.59-9.8)","1.5","0.22"
"G2146","0.13","1.1 (0.61-2.1)","0.17","0.68"
"G26292","2.4","11 (0.69-170)","2.9","0.091"
"G100527950","2.4","11 (0.69-170)","2.9","0.091"
"G81025","2.8","16 (0.95-260)","3.7","0.054"
"G9776","1.4","4.1 (0.97-18)","3.7","0.054"
"G4324","0.52","1.7 (0.29-9.8)","0.34","0.56"
"G5428","1.9","6.8 (0.36-130)","1.6","0.2"
"G11072","-0.34","0.71 (0.26-2)","0.43","0.51"
"G78987","-0.44","0.65 (0.18-2.3)","0.45","0.5"
"G4709","0.8","2.2 (0.4-12)","0.83","0.36"
"G8835","-0.38","0.69 (0.32-1.5)","0.94","0.33"
"G51362","0.9","2.5 (0.72-8.3)","2.1","0.15"
"G51585","-0.09","0.91 (0.24-3.5)","0.02","0.9"
"G6195","0.29","1.3 (0.45-4)","0.27","0.6"
"G6430","0.25","1.3 (0.46-3.6)","0.22","0.64"
"G348","-0.2","0.82 (0.46-1.5)","0.43","0.51"
"G2800","-1.1","0.32 (0.07-1.5)","2.1","0.14"
"G1606","0.53","1.7 (0.73-3.9)","1.5","0.22"
"G9882","-0.2","0.82 (0.38-1.8)","0.26","0.61"
"G409","0.61","1.8 (0.69-4.9)","1.5","0.22"
"G3797","-0.45","0.64 (0.26-1.6)","0.96","0.33"
"G2286","-1.4","0.25 (0.076-0.85)","5","0.026"
"G3280","-1.1","0.34 (0.13-0.9)","4.8","0.029"
"G5685","0.63","1.9 (0.46-7.7)","0.76","0.38"
"G2591","0.37","1.4 (0.62-3.4)","0.72","0.4"
"G5671","-2","0.13 (0.007-2.6)","1.8","0.18"
"G5680","-1.5","0.23 (0.019-2.8)","1.4","0.24"
"G7018","-0.37","0.69 (0.36-1.3)","1.3","0.26"
"G5634","0.39","1.5 (0.7-3.1)","1.1","0.3"
"G8514","-0.49","0.61 (0.062-6)","0.18","0.67"
"G6049","1.2","3.4 (0.8-14)","2.8","0.097"
"G9823","-0.2","0.82 (0.36-1.9)","0.23","0.63"
"G8624","0.22","1.2 (0.55-2.8)","0.28","0.6"
"G4236","-0.11","0.89 (0.2-3.9)","0.02","0.88"
"G5493","-0.094","0.91 (0.45-1.8)","0.07","0.79"
"G6304","0.35","1.4 (0.51-4)","0.45","0.5"
"G1643","-0.85","0.43 (0.14-1.3)","2.3","0.13"
"G8216","-0.054","0.95 (0.25-3.5)","0.01","0.94"
"G4753","-0.051","0.95 (0.55-1.6)","0.03","0.85"
"G23531","-0.63","0.53 (0.23-1.2)","2.1","0.14"
"G963","-1.4","0.25 (0.075-0.85)","5","0.026"
"G4237","-0.44","0.64 (0.25-1.6)","0.85","0.36"
"G890","0.14","1.2 (0.7-1.9)","0.31","0.58"
"G9757","1.3","3.8 (0.37-40)","1.3","0.26"
"G51439","0.16","1.2 (0.4-3.4)","0.08","0.78"
"G9537","-0.039","0.96 (0.19-4.8)","0","0.96"
"G5424","0.63","1.9 (0.51-6.8)","0.91","0.34"
"G5947","-0.14","0.87 (0.36-2.1)","0.09","0.76"
"G25842","0.57","1.8 (0.66-4.7)","1.3","0.26"
"G51430","0.98","2.7 (0.69-10)","2","0.15"
"G23593","0.98","2.7 (0.36-20)","0.93","0.34"
"G9743","-0.13","0.88 (0.41-1.9)","0.11","0.74"
"G7112","0.95","2.6 (1.2-5.6)","5.6","0.018"
"G4311","-0.00034","1 (0.63-1.6)","0","1"
"G8834","-0.53","0.59 (0.17-2.1)","0.69","0.41"
"G8614","0.16","1.2 (0.57-2.4)","0.18","0.67"
"G1000","-0.31","0.73 (0.46-1.2)","1.7","0.19"
